2023/08/18,23:10:10.124,1906_BAL2_B142_0000_MAG_1,373385.06,804096.6,316.59,4.34,-4.13,6.35,27.81,168.31,50714.66,1467.00
2023/08/18,23:10:10.220,1906_BAL2_B142_0000_MAG_1,373384.91,804096.76,316.59,4.34,-4.13,6.29,27.81,168.31,50714.61,1470.00
2023/08/18,23:10:10.299,1906_BAL2_B142_0000_MAG_1,373384.79,804096.88,316.59,4.34,-4.14,6.23,27.81,168.31,50714.61,1470.00
2023/08/18,23:10:10.377,1906_BAL2_B142_0000_MAG_1,373384.67,804097.03,316.59,4.33,-4.14,6.19,27.81,168.3,50714.61,1472.00
2023/08/18,23:10:10.531,1906_BAL2_B142_0000_MAG_1,373384.42,804097.28,316.59,4.33,-4.03,6.14,27.81,168.3,50714.59,1479.00
2023/08/18,23:10:10.610,1906_BAL2_B142_0000_MAG_1,373384.3,804097.4,316.59,4.33,-4.03,6.1,28.27,168.3,50714.57,1484.00
2023/08/18,23:10:10.702,1906_BAL2_B142_0000_MAG_1,373384.16,804097.55,316.59,4.33,-4.08,6.05,28.27,168.3,50714.59,1487.00
2023/08/18,23:10:10.781,1906_BAL2_B142_0000_MAG_1,373384.0,804097.68,316.59,4.33,-4.09,6.0,28.27,168.27,50714.59,1487.00
2023/08/18,23:10:10.941,1906_BAL2_B142_0000_MAG_1,373383.75,804097.94,316.59,4.33,-4.04,5.97,28.27,168.27,50714.54,1487.00
2023/08/18,23:10:11.020,1906_BAL2_B142_0000_MAG_1,373383.62,804098.06,316.59,4.33,-4.0,5.94,28.27,168.27,50714.54,1487.00
2023/08/18,23:10:11.114,1906_BAL2_B142_0000_MAG_1,373383.48,804098.21,316.59,4.33,-3.94,5.9,28.27,168.27,50714.52,1489.00
2023/08/18,23:10:11.206,1906_BAL2_B142_0000_MAG_1,373383.33,804098.36,316.59,4.33,-3.94,5.85,28.27,168.27,50714.5,1489.00
2023/08/18,23:10:11.344,1906_BAL2_B142_0000_MAG_1,373383.12,804098.58,316.59,4.33,-3.83,5.8,28.27,168.27,50714.48,1487.00
2023/08/18,23:10:11.427,1906_BAL2_B142_0000_MAG_1,373382.95,804098.73,316.59,4.35,-3.84,5.76,28.27,168.23,50714.47,1487.00
2023/08/18,23:10:11.516,1906_BAL2_B142_0000_MAG_1,373382.81,804098.87,316.59,4.35,-3.92,5.72,28.27,168.23,50714.47,1487.00
2023/08/18,23:10:11.595,1906_BAL2_B142_0000_MAG_1,373382.69,804099.0,316.59,4.35,-3.92,5.66,28.27,168.23,50714.45,1484.00
2023/08/18,23:10:11.656,1906_BAL2_B142_0000_MAG_1,373382.59,804099.1,316.59,4.35,-3.91,5.62,28.74,168.22,50714.43,1484.00
2023/08/18,23:10:11.832,1906_BAL2_B142_0000_MAG_1,373382.32,804099.38,316.59,4.35,-3.87,5.58,28.74,168.22,50714.39,1484.00
2023/08/18,23:10:11.933,1906_BAL2_B142_0000_MAG_1,373382.16,804099.54,316.59,4.35,-3.76,5.54,28.74,168.22,50714.4,1487.00
2023/08/18,23:10:11.994,1906_BAL2_B142_0000_MAG_1,373381.81,804099.56,316.59,4.36,-3.76,5.51,28.74,168.09,50714.38,1487.00
2023/08/18,23:10:12.074,1906_BAL2_B142_0000_MAG_1,373381.68,804099.69,316.59,4.36,-3.71,5.47,28.74,168.09,50714.36,1489.00
2023/08/18,23:10:12.267,1906_BAL2_B142_0000_MAG_1,373381.38,804100.0,316.59,4.36,-4.14,5.43,28.74,168.08,50714.38,1487.00
2023/08/18,23:10:12.329,1906_BAL2_B142_0000_MAG_1,373381.28,804100.1,316.59,4.36,-4.14,5.4,28.74,168.08,50714.39,1479.00
2023/08/18,23:10:12.407,1906_BAL2_B142_0000_MAG_1,373381.16,804100.22,316.59,4.36,-3.9,5.36,28.74,168.08,50714.36,1477.00
2023/08/18,23:10:12.500,1906_BAL2_B142_0000_MAG_1,373381.01,804100.37,316.59,4.36,-3.7,5.33,28.74,168.08,50714.36,1477.00
2023/08/18,23:10:12.563,1906_BAL2_B142_0000_MAG_1,373380.91,804100.47,316.59,4.36,-3.7,5.31,28.74,168.08,50714.33,1475.00
2023/08/18,23:10:12.734,1906_BAL2_B142_0000_MAG_1,373380.49,804100.7,316.69,4.37,-3.78,5.27,28.74,167.99,50714.29,1475.00
2023/08/18,23:10:12.812,1906_BAL2_B142_0000_MAG_1,373380.37,804100.83,316.69,4.37,-3.85,5.22,29.2,167.99,50714.32,1477.00
2023/08/18,23:10:12.889,1906_BAL2_B142_0000_MAG_1,373380.24,804100.95,316.69,4.37,-3.81,5.14,29.2,167.99,50714.31,1479.00
2023/08/18,23:10:12.983,1906_BAL2_B142_0000_MAG_1,373380.1,804101.1,316.69,4.37,-3.81,5.08,29.2,167.99,50714.29,1482.00
2023/08/18,23:10:13.153,1906_BAL2_B142_0000_MAG_1,373379.83,804101.37,316.69,4.37,-3.85,5.04,29.2,167.98,50714.31,1484.00
2023/08/18,23:10:13.216,1906_BAL2_B142_0000_MAG_1,373379.63,804101.45,316.75,4.37,-3.85,4.85,29.2,167.96,50714.32,1484.00
2023/08/18,23:10:13.310,1906_BAL2_B142_0000_MAG_1,373379.48,804101.6,316.75,4.37,-3.9,4.8,29.2,167.96,50714.33,1484.00
2023/08/18,23:10:13.384,1906_BAL2_B142_0000_MAG_1,373379.36,804101.71,316.75,4.37,-3.92,4.64,29.2,167.96,50714.36,1492.00
2023/08/18,23:10:13.538,1906_BAL2_B142_0000_MAG_1,373379.12,804101.96,316.75,4.37,-3.98,4.48,29.2,167.96,50714.4,1492.00
2023/08/18,23:10:13.621,1906_BAL2_B142_0000_MAG_1,373378.99,804102.09,316.75,4.37,-3.91,4.45,29.2,167.96,50714.4,1492.00
2023/08/18,23:10:13.716,1906_BAL2_B142_0000_MAG_1,373378.84,804102.24,316.75,4.37,-3.91,4.45,29.2,167.96,50714.43,1492.00
2023/08/18,23:10:13.794,1906_BAL2_B142_0000_MAG_1,373378.65,804102.35,316.75,4.36,-3.71,4.63,29.2,167.96,50714.47,1487.00
2023/08/18,23:10:13.887,1906_BAL2_B142_0000_MAG_1,373378.51,804102.5,316.75,4.36,-3.78,4.67,29.56,167.96,50714.52,1475.00
2023/08/18,23:10:14.028,1906_BAL2_B142_0000_MAG_1,373378.28,804102.72,316.75,4.36,-3.96,4.66,29.56,167.96,50714.54,1475.00
2023/08/18,23:10:14.122,1906_BAL2_B142_0000_MAG_1,373378.13,804102.87,316.75,4.36,-3.9,4.67,29.56,167.96,50714.61,1470.00
2023/08/18,23:10:14.201,1906_BAL2_B142_0000_MAG_1,373378.01,804102.99,316.75,4.36,-3.9,4.74,29.56,167.96,50714.63,1472.00
2023/08/18,23:10:14.279,1906_BAL2_B142_0000_MAG_1,373377.89,804103.12,316.75,4.36,-3.77,4.69,29.56,167.96,50714.66,1487.00
2023/08/18,23:10:14.444,1906_BAL2_B142_0000_MAG_1,373377.56,804103.47,316.77,4.36,-3.86,4.67,29.56,167.89,50714.66,1494.00
2023/08/18,23:10:14.522,1906_BAL2_B142_0000_MAG_1,373377.44,804103.6,316.77,4.36,-4.01,4.65,29.56,167.89,50714.68,1489.00
2023/08/18,23:10:14.601,1906_BAL2_B142_0000_MAG_1,373377.32,804103.72,316.77,4.36,-4.01,4.6,29.56,167.89,50714.66,1492.00
2023/08/18,23:10:14.679,1906_BAL2_B142_0000_MAG_1,373377.19,804103.84,316.77,4.36,-3.91,4.55,29.56,167.89,50714.7,1494.00
2023/08/18,23:10:14.842,1906_BAL2_B142_0000_MAG_1,373376.93,804104.11,316.77,4.36,-3.8,4.51,29.56,167.89,50714.68,1499.00
2023/08/18,23:10:14.936,1906_BAL2_B142_0000_MAG_1,373376.79,804104.25,316.77,4.36,-3.91,4.46,29.56,167.89,50714.66,1499.00
2023/08/18,23:10:15.013,1906_BAL2_B142_0000_MAG_1,373376.64,804104.45,316.77,4.35,-3.97,4.42,29.98,167.84,50714.68,1499.00
2023/08/18,23:10:15.092,1906_BAL2_B142_0000_MAG_1,373376.52,804104.57,316.77,4.35,-3.97,4.4,29.98,167.84,50714.66,1501.00
